xml:id,forename,surname,addName,role,trait_texts,birth_date,birth_place,death_date,death_place,nationality,works,ulan,bnf,viaf,isni,vat,wikidata
Pausanias,Pausanias,Pausanias,Pausanias le Périégète; Pausanias; Pausanie,géographe et voyageur de l'Antiquité,"écrivain ou écrivaine, géographe, chroniqueur de voyage",0110,Asie,0180,Sicile,,,,11918834h,77132959,0000000374376038,495/12738,Q192931
Pausias,Pausias,Pausias,Pausias; Pausias de Sicionne; Pausone,n/a,artiste peintre,0350,Sicyone,0400-01-01,N/A,,,500095540,,96383628,,,Q1533115
HenryPeachamjunior,Henry,Peacham,Henry Peacham; Henrico Peacham,n/a,"écrivain ou écrivaine, pédagogue",1578,N/A,1644,N/A,royaume d'Angleterre,,500024009,119934387,24610512,0000000081028582,,Q19288563
AntoinePech,Antoine,Pech,A. Pech,,,,,,,,,,,,,,
JeanPech,Jean II,Pech,J. Pech,,,,,,,,,,,,,,
QuintusPediusPeintre,Quintus,Pedius,Quintus Pedius; Q Podius; Pedius,peintre romain,artiste peintre,0100,Rome antique,0013,N/A,Rome antique,,,,159929461,,,Q2701125
QuintusPedius,Quintus,Pedius,Quintus; Pedius; Quinto Pedio; Q Podius,,,,,,,,,,,,,,
Peiraikos,Peiraikos,Peiraikos,Peiraikos; Pierico,n/a,"artiste peintre | on trouve aussi Piraeicus, Peiraeicus, Pireico ou Pierico",,N/A,,N/A,,,500123616,,96594026,,,Q3905609
FrancescoDiPellegrino,Francesco di,Pellegrino,François Pellegrin; Péllegrin,n/a,"artiste peintre, décorateur",1500,Florence,1552,Paris,grand-duché de Toscane,,,14334854z,188246475,0000000400238019,,Q21546495
GiovanniFrancescoPenni,Giovanni Francesco,Penni,il Fattore; IL FATTORE; Jean-Francesque Penni; Francesco il Fattoré; Jean Franscesco; Jean-Francesque; Jean Francesque; Jean Francois dit le Fattore; Jean François; IL FATTORE; le Fattore; il Fattore; il Fattoré; Il Fattore; le Fatore; Francois dit le Fatore; Fattore; JEAN-FRANCESQUE PENNI,peintre italien,Italian painter. Comment on works: Religious | dit Giovanni Francesco ou il Fattore,1488,Firenze,1528,Napoli,,,500021943,14957775t,95816456,0000000118506411,495/281278,Q2327761
LucaPenni,Luca,Penni,Lucas Peni; LUCA PENNI,peintre italien,,1500-01-01,Firenze,1556-01-01,Paris,Italie,,500115489,14966715x,96538618,0000000080655357,495/352232,Q3264994
SixteV,Felice,Peretti di Montalto,Sixte V; Sisto quinto,"227e pape de l'Église catholique, de 1585 à 1590","prêtre catholique, diacre de transition, évêque catholique | Pape sous le nom de Sixte V",1520-12-13,Grottammare,1590-08-27,Rome,États pontificaux,,500231367,13164007c,7525513,0000000121195239,495/52147,Q133350
ClaudePerrault,Claude,Perrault,M. Perrault; Perrault,"médecin et architecte français, concepteur de la façade orientale du palais du Louvre",,1613-09-25,Paris,1688-10-09,Paris,royaume de France,,500025641,119297936,14778429,0000000121214436,495/237400,Q347699
AntoinePerrenotDeGranvelle,Antoine,Perrenot de Granvelle,Antoine Perrenot de Granvelle; cardinale Gran Vela; monsignor d'Arasse,prélat catholique,"prêtre catholique, évêque catholique, collectionneur ou collectionneuse d'œuvres d'art, diplomate, personnalité politique, prêtre | On trouve aussi ""Gran Vela"" chez Lomazzo (Idea).",1517-08-20,Besançon,1586-09-21,Madrid,France,,500274473,13526316h,34616793,0000000121005706,495/6809,Q451178
FrancoisPerrier,François,Perrier,FRANCOIS PERRIER; François Perier; Mr. Perrier; Perrier; Perier; Perrer,peintre et graveur français (1594-1649),Comment on works: Religious; History; Painter; Engraver,1590-01-01,Pontarlier,1650,Paris,France,,500012811,125619488,2588852,0000000122478185,495/105091,Q82566
Perseus,Perseus,,Perseo,,élève d'Apelle. Ce dernier lui dédia son traité sur la peinture.,,,,,,,,,,,,
AscanioPersio,Ascanio,Persio,Ascanio Persio,philologue italien de la Renaissance,"linguiste, professeur ou professeure d'université",1554-03-09,Matera,1610-02-01,Bologne,,,,12337212t,12380613,0000000108705214,495/135762,Q3624792
Persee,Persée,Persée,Persée; Perseo,héros de la mythologie grecque,N/A | Vérifier s'il s'agit du héros ou d'un autre,,N/A,,N/A,,,,,22937584,,,Q130832
BaldassarrePeruzzi,Baldassare,Peruzzi,Balthazar de Peruzzi Senoys; Baldassarre Petrucci; Balthasar; Pe trucci; Baldassarre Peruzzi; Baldessar Petruccio; Baldassare Perruzzi; Balthazar de Sienne; Baldassar Petrucci; BALTHAZAR PERUZZI; Baldazar Petrucci; Baltazar de Siéne; Balthazar Peruzzi; Baldessar Peruzzi; Baltazar Perruzy; Baldassare da Siena; Petrucio; Petrucci,peintre et architecte italien de la Renaissance (1481-1537),"Italian artist, engineer and architect. Comment on works: Religious | On trouve chez Lomazzo la forme ""Baldassar Petrucci"".",1481-03-07,Siena,1536-01-06,Roma,République de Sienne,,500030776,14957480k,39646794,000000008118944X,495/14516,Q177213
SimonePeterzano,Simone,Peterzano,Simone Peterzanni; Petenzano,peintre italien,,1540-01-01,Bergame,1599,Milan,république de Venise,,500031140,,59980604,0000000088424860,,Q983632
Petesuccus,,Petesuccus,Roy Petesuccus,,,,,,,,,,,,,,
JeanPetitot,Jean,Petitot,"Jean Petitot; Jean
          Petitot",peintre genevois (1607-1691),artiste peintre | peintre genevois (1607-1691),1607-07-12,Genève,1691-04-03,Vevey,République de Genève,,500020603,14922539k,77678783,0000000116771596,,Q556676
Petrarque,Francesco,Petrarca,Pétrarque; Petrarque,poète et humaniste florentin,N/A,1304-07-19,Arezzo,1374-07-18,Arqua Petrarca,République florentine,,500323951,11919436b,39382430,0000000121287790,495/15994,Q1401
PetrusChristus,Christus,Petrus,; Pierre Cristo,peintre flamand,Pierre Cristo chez Monier,1410,Baarle-Hertog,1475,Brugge,Pays-Bas méridionaux,,500032549,122371967,79406516,0000000081596299,,Q312616
Phanostrate,Phanostratê,Phanostratê,Phanostratê; Fanostrate,sage-femme et femme médecin grecque du IVe siècle av. J.-C.,"sage-femme, médecin | sage-femme et médecin grecque de l'époque hellénistique",,N/A,0400,N/A,Athènes,,,,,,,Q112074588
Phaeton,Phaéton,Phaéton,Phaéton; Fetonte; Phaeton,"personnage de la mythologie grecque, fils d'Hélios foudroyé par Zeus",N/A,,N/A,,N/A,,,,150700903,817398,,,Q203480
Phidias,,Phidias,Phidias; Phidie; Fidias; Fidia,sculpteur grec du Ve siècle av. J.-C.,"sculpteur ou sculptrice, architecte, artiste peintre",0490-01-01,Athènes,0430-01-01,Athènes,Athènes,,500010586,12117024h,26911786,0000000095145392,495/88004,Q177302
GuillaumePhilandrier,Guillaume,Philandrier,Philander; Guillaume Philander; Filandre,"architecte, écclésiastique et ambassadeur","architecte, clerc, humaniste de la Renaissance, écrivain ou écrivaine, diplomate, chanoine, érudit, N/A, philosophe",1505-01-01,Châtillon-sur-Seine,1565-02-18,Toulouse,France,,500092098,12485102z,49326569,0000000120960912,495/158136,Q3120120
PhilippeII,Philippe,,Philippe II d'Espagne; Filippo secondo di Spagna; Don Filippo d'Austria; FILIPPO D'AUSTRIA; Filippe second; Filipe second; Philippe II; Filipe II,"fils aîné de Charles Quint, roi des Espagnes de 1556 à 1598 (1527-1598)",dirigeant ou dirigeante | Roi d'Espagne de 1556 à 1598,1527-05-21,palais de Pimentel,1598-09-13,monastère royal de San Lorenzo de El Escorial,Espagne,,500253117,12170664z,88973996,0000000108377767,495/57583,Q34417
Philocles,Philoclès,Philocles,Philoclès; Philocles,poète tragique athénien,auteur tragique,,Athènes,,N/A,Athènes,,,,24990744,,,Q7186040
Phocas,Phocas,Phocas,Phocas; Empereur Focas; Focas,empereur byzantin de 602 à 610,"personnalité politique, militaire",0547-01-01,Thrace,0610-01-01,Constantinople,Empire byzantin,,,,13102626,0000000448860106,495/131844,Q31556
Phraortes,Phraortès,Phraortès,Phraortès; Phraorte,roi des Mèdes,N/A,0700-01-01,N/A,0633-01-01,N/A,,,,,,,,Q332557
Phryne,Phryné,Phryné,Phryné; Phriné,célèbre hétaïre grecque du IVe siècle av. J.-C.,"hétaïre, modèle",0371,Thespies,0310,Athènes,Thèbes,,,,72314569,,495/114341,Q232790
Phylarque,Phylarque,Phylarque,Phylarque; Philarque,historien antique,"historien ou historienne, écrivain ou écrivaine, mythographe",0255,Athènes,,N/A,,,,,54151897240624072697,0000000083462577,495/235813,Q609147
Phyllis,Phyllis,Phyllis,Phyllis; Philis,personnage de la mythologie grecque,N/A,,N/A,,N/A,,,,,30613938,,,Q1334087
LouisIPhelypeauxDeLaVrilliere,Louis,Phélypeaux de La Vrillière,Louis Ier Phélypeaux de La Vrillière; Monsieur de la Vrillere,homme politique français,personnalité politique,1599-04-10,N/A,1681-05-25,Bourbonne-les-Bains,France,,500321175,171132808,18113799,0000000122091570,,Q3262263
PieII,Enea Silvio,Piccolomini,Pie II; Pio secundo; Pie second; secondo,"210e pape de l'Église catholique, de 1458 à 1464","prêtre catholique, diplomate, écrivain ou écrivaine, professeur ou professeure d'université, poète ou poétesse, historien ou historienne,
            géographe | Pape sous le nom de Pie II",1405-10-18,Pienza,1464-08-14,Ancône,Saint-Empire romain germanique,,500257557,12018968p,100571068,0000000121441321,495/37131,Q101437
PieIII,Francesco Todeschini,Piccolomini,Pie III; Pio il terzo,"215e pape de l’Église catholique, de septembre à octobre 1503","prêtre catholique, évêque catholique",1439-06-07,Sarteano,1503-10-18,Rome,États pontificaux,,,107470613,44290886,0000000079742875,495/57595,Q160030
Picus,Picus,Picus,Picus,personnage de la mythologie romaine,N/A,,N/A,,N/A,,,,,,,,Q235724
PierfrancescoGiambullari,,,,,,1495-01-01,,1555-08-24,,,,,12060297f,41861634,0000000116280834,495/28431,Q1754685
SaintPierre,Pierre,Pierre,Pierre; Sainct Pierre; Saint Pierre; saint Pierre; San Pietro; S. Pietro; S. Pierre,apôtre de Jésus Christ,"prêtre chrétien, pêcheur ou pêcheuse, évêque catholique | Apôtre",0001,Bethsaïde,0065,Rome,,,,120020645,13581141,0000000119847373,492/84709,Q33923
GiovanniDiPietro,Giovanni,Pietro,Giovanni di Pietro; Pierre Jean Espagnol,peintre espagnol,Comment on works: history | dit Lo Spagna,1450,Pérouse,1528,Spolète,Espagne,,500004244,12075787x,89036648,0000000105097866,495/25796,Q1446925
PietroDaSalo,,,Pietro da Salo; Pierre de Salo,n/a,sculpteur ou sculptrice,,N/A,,N/A,,,,,,,,Q19569759
PoncePilate,Pontius,Pilatus,Ponce Pilate; Pilate,préfet romain de Judée entre 26 et 36 après J.C,"personnalité politique, haut fonctionnaire ou haute fonctionnaire",0012-12-01,Abruzzes,,Palazuelos de Eresma,Rome antique,,500357217,15113549p,172385754,000000012257293X,495/227401,Q17131
RogerDePiles,Roger de,Piles,Monsieur de Piles; sieur de Piles; De Piles; DE PILES; de Piles; Depiles,"peintre, graveur, théoricien de l'art et diplomate français",Comment on works: Painter; Portrait,1635-10-07,Clamecy,1709-04-05,Paris,France,,500101374,11998742h,29543884,0000000083425581,495/148447,Q941981
GermainPilon,Germain,Pilon,Mr. Pilon; Pilon,sculpteur français,"His major works were executed for the Valois court. Noted for a highly emotional version of the Mannerist style, characterized by
            elongated, elegant figures with fluid drapery. Comment on works: Sculptor",1525-01-01,Paris,1590-02-03,Paris,France,,500029903,123823614,79400079,0000000114525607,,Q554943
MarcoPino,Marco,Pino,"Marco da Siena, Marco di Siena; Marco da Siena; Marc de Siene",peintre italien,Comment on works: religious | dit Pino da Siena ou Pino di Siena,1521-01-01,Siena,1583-01-01,Napoli,,,500000548,,79527095,0000000107844087,,Q979474
PaoloPino,Paolo,Pino,Paolo Pino,peintre italien,,1534,Venezia,1565,Venise,république de Venise,,500029714,10224295z,292803068,0000000386916302,,Q3362655
Pinturicchio,Pinturicchio,Pinturicchio,Pinturicchio; BERNARDIN PINTURRICHIO; Pinturicchio Perrugin; Pinturrichio,peintre italien du (1454-1513),"Italian painter. Comment on works: religious, mythology | dit Pinturicchio",1454,Perugia,1513-12-11,Siena,seigneurie de Pérouse,,500023716,134973448,49378648,0000000122797186,495/9310,Q5591
CorneliusPinus,Cornelius,Pinus,N/A; Cornellius Pinus; Cornelius Pinus,n/a,artiste peintre,0100-01-01,N/A,,N/A,Rome antique,,,,,,,Q869142
SebastianoDelPiombo,Sebastiano,Piombo,Sebastiano del Piombo; Frate del Piombo; SEBASTIEN DE VENISE; Frere Bastiano Venitien; Fra-Bastian del Piombo; FRA-BASTIAN DEL PIOMBO; Sebastian dal Piombo; SEBASTIEN DE VENISE; Sebastien Venitien; Frate del Piombo; Fra-Bastian; dal Piombo,peintre italien,"Italian painter; ULAN uses the NAF see-reference 'Sebastiano del Piombo' and the approximate date 'ca. 1485-1547' as its preferred
            form. | dit Sebastiano Viniziano puis Sebastiano del Piombo",1485-01-01,Venezia,1547-06-21,Roma,république de Venise,,500032554,150424337,34727713,0000000120237396,495/19110,Q285423
Pisanello,Pisanello,Pisanello,Pisanello; VITTORE PISANO,peintre et médailleur italien (1395–1455),"Born by 1395, died ca. 1455. Antonio Pisano, known as Pisanello, was one of the most popular artists of his time. He was born in Pisa or
            Verona (Italy); his name refers to a Pisan origin. Although he identified himself as a painter in his signatures, he trained as a
            goldsmith and was an excellent draftsman. He worked at the courts of Mantua, Ferrara, Pavia, Milan, and Naples and was especially beloved
            by the Gonzaga and Este families. Comment on works: Mythology | dit Pisanello",1395-01-01,Pisa,1455-01-01,Roma,Italie,,500027080,120449252,106964015,0000000121464355,495/49602,Q311082
AndreaPisano,Andrea,Pisano,Andrea Pisano; André Pisan,sculpteur et architecte italien,"Andrea was born in Pisa, and probably died in Orvieto. He was the son of the Notary Ugolino di Nino and the father of Nino and Tommaso
            Pisano. In addition to being a goldsmith and sculptor, he was the Master of the Cathedral Works in both Florence and Orvieto, which did
            not necessarily mean that he was an architect. He is noted for having been influenced by the monumental style of drapery and figures seen
            in the painting of Giotto, but applying it to relief sculpture. The only documented works by Andrea are the reliefs currently on the
            bronze doors on the south portal of the Baptistery of Florence. Italian architect and sculptor.",1290-01-01,Pontedera,1348-01-01,Orvieto,,,500005015,119963031,316880790,0000000118449189,495/309148,Q311031
BonannoPisano,Bonanno,Pisano,Bonnano,sculpteur italien,"Bonanno was the designer of the bronze doors of Pisa Cathedral. Giorgio Vasari, a 16th-century biographer of artists, reports that the
            so-called Leaning Tower of Pisa was begun by Bonanno Pisano, and he is buried there, but modern research indicates the plan of the tower
            may have been by Gherardo di Gherardo.",1150,Pisa,1180,N/A,Italie,,500010231,,95743493,,495/57314,Q892084
GiovanniPisano,Giovanni,Pisano,Jean de Pise; Jean Pisan,sculpteur et architecte italien,"Giovanni Pisano was chief architect of Siena, where he carved sculptures for the cathedral. Italian sculptor. Comment on works:
            sculptor",1248-01-01,Pisa,1315-01-01,Siena,Italie,,500017740,123312111,100174152,0000000118337160,495/11264,Q314932
NicolaPisano,Nicola,Pisano,Nicolas Pisan,architecte et sculpteur italien,"Italian architect, sculptor.",1225,Pouilles,1284,Toscane,,,500004862,,79399625,0000000081596213,495/18488,Q364413
AnneDePisseleu,Anne,Pisseleu,,"duchesse d'Étampes, favorite du roi François Ier",,1508-01-01,Fontaine-Lavaganne,1580-00-00,Heilly,France,,,14978045m,10939253,0000000122087539,,Q257557
FraPaolinoDaPistoia,Fra,Pistoia,Fra Paolino da Pistoia,peintre italien,Comment on works: religious,1488,Pistoia,1547-08-03,Pistoia,République florentine,,500006999,137742075,95723596,0000000081682429,,Q3749183
BonifacioVeronese,Bonifazio de',Pitati,Bonifacio Veronese; Bonniface Vénitien,peintre italien,dit Veronese,1487-01-01,1487,1553-10-19,1553,république de Venise,,500014243,14970093j,71666584,0000000066316471,495/25467,Q744747
GiovanniBattistaPittoni,Giovanni Battista,Pittoni,Battista Vicentino Giovanni Battista Pittoni il Vecchio; Baptiste Peintre Vicentino,"artist, designers, miniaturists, printmaker",Comment on works: Religious | aussi connu sous le nom de Battista Vicentino,1520,Vicence,1584,Vicence,république de Venise,,500020430,149778714,7660801,0000000121196848,495/35860,Q21540049
Platon,,Platon,Platon; Platone; Plato,philosophe grec antique,"philosophe, épigrammatiste, poète ou poétesse, écrivain ou écrivaine, philosophe du droit",0427-05-07,Athènes,0347,Athènes,Athènes,,500248317,11920019p,108159964,0000000120967858,495/53147,Q859
ArmandJeanDuPlessisDeRichelieu,Armand Jean du,Plessis de Richelieu,"Richelieu, Cardinal de Richelieu; Cardinal Duc de Richelieu; Cardinale di Richelieu; Cardinal de Richelieu",prélat catholique et homme d'État français,"personnalité politique, diplomate, collectionneur ou collectionneuse d'œuvres d'art, écrivain ou écrivaine, évêque catholique, prêtre
            catholique | Cardinal (1622), duc de Richelieu (1631), duc de Fronsac (1634), pair de France et principal ministre de Louis XIII.",1585-09-09,Paris,1642-12-04,Paris,royaume de France,,500230194,11921894w,12314392,0000000123198599,495/14173,Q26702
Pline,,Pline,Pline l'Ancien; Plinio il Vecchio; Plinio; Pline; Plin.,"homme politique, naturaliste et philosophe romain du Ier siècle (23 apr. J.-C.-79)","écrivain ou écrivaine, historien ou historienne, naturaliste, militaire, poète ou poétesse, philosophe, historien ou historienne de
            l'art, fonctionnaire, commandant",0020,Novum Comum,0079,Stabies,Rome antique,,500330558,11887294r,100219162,0000000123213947,495/19336,Q82778
Plotine,Plotine,Plotine,Plotine,impératrice romaine et épouse de l'empereur romain Trajan,philosophe,0070,Nîmes,0121-01-01,N/A,Rome antique,,,,292554806,0000000399207927,495/371054,Q239448
Plutarque,,Plutarque,Plutarque; Plurarque; Plutarco,"philosophe, biographe et moraliste grec de la Rome antique","essayiste, prêtre, magistrat ou magistrate, biographe, historien ou historienne, écrivain ou écrivaine, philosophe",0040,Chéronée,0120,Chéronée,Rome antique,,500330563,119200813,268955446,000000036386663X,495/44380,Q41523
Pluton,Pluton,Pluton,Pluton,divinité de la mythologie romaine,N/A,,N/A,,N/A,,,,,,,,Q152262
CornelisVanPoelenburgh,Cornelis van,Poelenburgh,CORNEILLE POLEMBOURG; Corneille Polembourg,peintre néerlandais,,1594-01-01,Utrecht,1667-08-12,Utrecht,Provinces-Unies,,500028794,149596186,24871345,0000000061516685,495/52239,Q247183
FrancoisDePoilly,François de,Poilly,Pouilly,"artist, painter",N/A,1590,N/A,1683,N/A,,,,,,,,
DianeDePoitiers,Diane de,Poitiers,Diane de Poitiers; Duchesse de Valentinois,"noble française du XVIe siècle, maîtresse du roi Henri II","dame de compagnie, maîtresse royale",1499-09-03,Saint-Vallier,1566-04-25,château d'Anet,France,,500280696,122465322,36973466,0000000123204848,495/372743,Q276010
AntonioPollaiuolo,Antonio,Pollaiuolo,Antoine Pollaivoli,"peintre, sculpteur, graveur et orfèvre italien de l'école florentine","Comment on works: religious, mythology",1429-01-17,Firenze,1498-02-04,Roma,République florentine,,500013242,133239899,309812814,0000000122823030,495/42073,Q318640
PieroPollaiuolo,Piero,Pollaiuolo,Pierre Pollaivoli,peintre italien,"Italian painter and sculptor; brother of Antonio. Comment on works: religious, mythology",1443,Firenze,1496-01-01,Roma,République florentine,,500011428,13323990h,100217899,0000000121451984,495/43560,Q707046
TrebelliusPollio,Trebellius,Pollio,Trebellius Pollio,historien fictif de l'Histoire Auguste,historien ou historienne,0250,N/A,0350,N/A,Rome antique,,,104569495,7373091,0000000064238019,495/41385,Q669971
Pollux,Dioscures,Pollux,Dioscures; Polluce; Pollux; Polux,personnages de la mythologie grecque,N/A,,N/A,,N/A,,,,14527758x,77115566,,,Q190103
SigismondIII,Sigismond,Pologne,Sigismond III; Sigismond Roy de Pologne,roi de Pologne et grand-duc de Lituanie (1587-1632) et roi de Suède (1592-1599),"mécène, monarque | Roi de Pologne de 1587 à 1632",1566-06-20,château de Gripsholm,1632-04-30,Varsovie,république des Deux Nations,,500070779,12254683z,45110433,0000000374414735,495/58591,Q52940
Polybe,Polybe,Polybe,Polybe,historien grec du IIe siècle av. J.-C.,"historien ou historienne, militaire, écrivain ou écrivaine",0200,Mégalopolis,0120,Grèce,Ligue achéenne,,,11920194q,267920293,0000000120987680,495/20452,Q131169
Polyclete,Polyclète,Polyclète,Polyclète; Policletes; Policleto; Policléte; Polycléte; Policlete; Polyclete,sculpteur grec,sculpteur ou sculptrice,0490,Argos,0420,N/A,,,500014683,12181794m,807647,000000010219154X,,Q193422
Polydore,Polydore,Polydore,Polydore; Prince Polidore; Polidore; Polidoro,sculpteur antique,sculpteur ou sculptrice,0200,Rhodes,0200,N/A,Rhodes,,500031985,,18666537,0000000035097878,,Q2102799
Polygnote,Polygnote,Polygnote,Polygnote; Polignote de; Poliglote; Polignoto; Polignote,peintre sur vases grec,"peintre sur vases à figures rouges, peintre de vases, peintre de vases attique",0500-01-01,Attique,0500-01-01,N/A,,,500115802,,96539987,,,Q1972156
Polynice,Polynice,Polynice,Polinice,personnage de la mythologie grecque,N/A,,N/A,,N/A,Thèbes,,,,307461807,,,Q334817
Polypheme,Polyphème,Polyphème,Polyphème; Polifemo,"cyclope, fils de Poséidon et de la nymphe Thoôsa, mythologie grecque",N/A,,N/A,,N/A,,,,,172873171,,,Q193567
Pomone,Pomone,Pomone,Pomone; Pomona,"nymphe romaine d'une remarquable beauté, divinité des fruits",N/A,,N/A,,N/A,,,,149241169,8274261,,,Q171239
Sextus,,Pompeius Festus,Festus Grammaticus,,,,,,,,,,,,,,
PompeoGiustiniano,,,,,,,,,,,,,,,,,Q106398023
NumaPompilius,Numa,Pompilius,Numa Pompilius; Numa Pompilio; Numa Pompile; Numa,deuxième roi légendaire de Rome,"homme politique de la Rome antique, prêtre romain",0753-04-21,Cures Sabini,0671,N/A,Rome antique,,,15006884c,18663608,0000000002654279,495/84617,Q200031
AmalteoPomponio,Amalteo,Pomponio,Pomponio Amalteo,peintre italien,,1505-01-01,1505,1588-03-09,1588,république de Venise,,500009735,150682655,77222575,0000000066291139,495/4274,Q598960
Pompee,Pompée,Pompée,Pompée; Pompeo,"consul romain en 70, 55 et 52 av. J.-C.","homme politique de la Rome antique, militaire romain, personnalité politique",0106-09-29,Picenum,0048-09-28,Péluse,Rome antique,,500355380,11938643b,6224297,0000000374485904,495/26673,Q125414
JacquiotPonce,Jacquiot,Ponce,Ponce Jacquiot; Maître Ponce; Me. Ponce,"sculpteur, stucateur et peintre français de la Renaissance",N/A,1515,Rethel,1571,Paris,France,,500020052,,80694814,,,Q3396131
GiovanniDalPonte,"Giovanni, dal",Ponte,GIOVANNI D'A PONTE,peintre italien,Comment on works: religious,1385-01-01,Florence,1438-01-01,Florence,Italie,,500011206,,81103584,0000000082136948,,Q2749321
EvagriusPonticus,Evagrius,Ponticus,Évagre le Pontique; Evagrius,moine ascétique,"écrivain ou écrivaine, théologien ou théologienne, moine chrétien ou moniale chrétienne, ascète",0345-01-01,N/A,0399-01-01,Ouadi Natroun,Rome antique,,,12042128d,58103843,0000000121016173,495/4428,Q437869
PaulusPontius,Paulus,Pontius,Paul du Pont; Pontius,graveur flamand (1603-1658),Comment on works: Engraver and draughtsman,1603-01-01,Antwerpen,1658-01-01,Antwerpen,Pays-Bas méridionaux,,500010060,14978932r,69204722,0000000066316156,495/86850,Q1854445
Pontormo,Giacomo,Pontorno,Pontormo; Giacomo d’a Pontormo; Jacques de Puntorme; JACQUES DE PONTORME; Jacob de Puntorme; Puntorme; Pontorme,peintre italien,"Pontormo was one of the leaders of the Mannerist movement, best known for portraits and religious subjects. He was a painter's son from
            Pontormo, Italy. When young, he was immersed in High Renaissance artistic ideals as apprentice to Leonardo da Vinci and others in
            Florence. He developed an agitated emotionalism that was a dramatic departure from his masters' emphasis on balance and tranquility.
            Hallmarks of his mature Mannerist style include psychic energy over physicality, linear rhythms, restless movement, ambiguous space, and
            vivid colors. For Pontormo, unlike most of his Florentine contemporaries, Pontormo also studied northern European artists, particularly
            Albrecht Dürer. During the last ten years of his life, Pontormo became increasingly reclusive and disturbed, shunning even Agnolo
            Bronzino, who had been like an adopted son to him. | connu sous le nom de Jacopo da Pontormo",1494-05-24,Pontorme,1556-12-31,Firenze,Italie,,500008780,122957432,110043526,0000000109340923,495/1525,Q207929
Moliere,Jean-Baptiste,Poquelin,Molière; Poquelin de Moliére,auteur,,,,,,,,,,,,,
Porsenna,Porsenna,Porsenna,Porsenna; Porcenna; Porsena,dirigeant étrusque de la fin du VIe siècle av. J.-C.,personnalité politique,0600-01-01,N/A,0500-01-01,Chiusi,Arretium,,500277102,,3393096,0000000047533489,495/125363,Q346588
GiovanniGiacomoDellaPorta,Giovanni Giacomo della,Porta,Messer Giacomo della Porta; Jean Jacques de la Porte; Giacomo della Porta; Messer Giacomo,"architect, artist, painter, sculptor",Uncle or father of Guglielmo della Porta.,1485,Porlezza,1555,Genova,,,500034341,,95893272,,,Q3767365
GiuseppePorta,Giuseppe,Porta,Salviati il giovane ; Salviatino; Giuseppe Salviati; Giuseppe Porta; Salviati,peintre italien,on trouve également en italien Salviati il giovane ou Salviatino,1520-01-01,,1575-01-01,,république de Venise,,500025137,,52560725,0000000116430484,495/138689,Q3108131
GuglielmoDellaPorta,Guglielmo della,Porta,Guillaume de la Porte,sculpteur italien,Son or nephew of Giovanni Giacomo della Porta. Comment on works: Sculptor; Restorer; Architect,1500-01-01,Porlezza,1577-01-01,Roma,Italie,,500001864,,305409136,0000000066293417,495/108748,Q1623328
GiovanniBattistaDellaPorta,Giovanni Battista,"Porta, della",Giambattista/Giovambattista; Giovanni Battista della Porta,alchimiste et écrivain italien,"cryptographe, mathématicien ou mathématicienne, physicien ou physicienne, chimiste, inventeur, dramaturge, astrologue, philosophe,
            médecin, astronome | aussi connu sous le nom de ""Giambattista"" et ""Giovambattista""",1535,Vico Equense,1615-02-04,Naples,,,,12110400x,54178891,0000000109021180,495/27893,Q334154
AntonioPossevino,Antonio,Possevino,Antonio Possevino; Antonii Possevini,père jésuite et diplomate italien,"diplomate, prêtre chrétien, professeur ou professeure d'université",1533-07-10,Mantoue,1611-02-26,Ferrare,États pontificaux,,500324316,121840038,64050358,000000010908806X,495/35893,Q548115
SaintPotit,Potit,Potit,Saint Potit; Sancti Potiti; S. Potito,Martyr du IIe siècle,N/A,0145,Sofia,0160,Tricarico,,,,,,,,Q3947840
FransPourbusI,Frans,Pourbus,Francesco Purbis; FRANÇOIS POURBUS,peintre flamand,"Painter, son of Pieter Pourbus. His work consists mainly of portraits and religious subjects, although he also executed a number of
            landscapes and history paintings. He worked mostly for the wealthy patrician class, and his work was instrumental in spreading the
            Romanism of Frans Floris (his teacher) throughout the Netherlands. Comment on works: history, Portraits",1545-01-01,Brugge,1581-09-29,Antwerpen,Pays-Bas méridionaux,,500024001,14959620r,88877877,0000000080211510,495/184233,Q1445472
PieterPourbus,Pieter,Pourbus,Pierre Porbus de Bruges; PIERRE POURBUS,"peintre flamand, sculpteur, dessinateur et cartographe","Dutch painter active in Flanders. He went to Bruges, where in 1543 he became a freeman of the Company of Painters. Married Anna Blondeel
            1544 in Bruges. Known as both a cartographer and painter of portraits and religious scenes. He was formerly believed to be a separate
            person from Pieter Pourbus born 1543, based on flaws in documentation and the vastly different styles of Pieter as cartographer and Pieter
            as painter.",1523-01-01,Gouda,1584-01-30,Brugge,Pays-Bas méridionaux,,500011430,12167865b,120993002,0000000080132193,,Q981558
